,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,target
F2996,0.413559077446856,0.897807355674623,0.554072511673337,0.436203559745162,0.445533051665628,0.614489578659185,0.622820390699624,0.483673730848006,0.450580885891036,0.376967416905189,0.796084414779734
F3033,0.442734334421474,0.474258124812143,0.915356861471077,0.54566978138476,0.351973813337129,0.579250859618063,0.327784144569301,0.535130236987585,0.59629371875565,0.486399997767421,2.81827063556884
F2258,0.216463123897292,0.723467084205799,0.548937548006248,0.467246180520726,0.627595788210593,0.51751264403936,0.591106805179632,0.336435523452063,0.845709335637637,0.283412472072262,-0.409456942739
F2235,0.243928831088642,0.665422508129583,0.520920541817338,0.369448329461597,0.653035239605595,0.542192688903805,0.413760536893036,0.398524118634744,0.642667722514281,0.410042033368667,1.70899767772994
F2898,0.360277792246207,0.744143618173752,0.644864754618717,0.452341051906305,0.172438762082118,0.590638877122147,0.59622382509735,0.259212855200657,0.417376070127517,0.248034070763222,-0.414409058761441
F950,0.11398960536973,0.251111199043136,0.646803402625832,0.630309164228338,0.654254555458523,0.416777818669602,0.560049963544367,0.37071014725599,0.570504764672218,0.512299690394604,1.0161674177759
F867,0.203068067064395,0.469583839890336,0.502868758010632,0.580864250815728,0.571323279840023,0.41948856838265,0.485615878408501,0.36471974357482,0.583320588930235,0.504977566289525,0.334997223929913
F327,0.39402138212226,0.699583071515414,0.507425603003046,0.649033547945522,0.653237798311662,0.542066142886008,0.403547470304071,0.395321683138625,0.716353319758168,0.414550829759976,-0.566180106351401
F526,0.405891475455019,0.820653284548445,0.443297831951713,0.956169022482931,0.705331354007148,0.583671475245912,0.6928088925241,0.254792158191628,0.74177479652518,0.684899944248575,-0.0850061845623148
F68,0.395565273023942,0.603414350230423,0.522989383699593,0.552412036507133,0.312869990644913,0.851931194815878,0.340952694362557,0.43194393793759,0.213979685364168,0.328920363968005,0.286769561857587
F2204,0.337955980794782,0.537273993602276,0.66094200902639,0.520585456353643,0.660289806957218,0.519177815225752,0.498593571682892,0.688576204038775,0.65433773877544,0.297883920842106,0.177706546861449
F897,0.283235773705056,0.622376332728386,0.793383982720756,0.44625856244258,0.666954899216801,0.539896234568207,0.513713847079868,0.534683137471711,0.582177845381956,0.646905030184103,0.0010013105327151
F3113,0.326952080462731,0.240832074894116,0.501966341982948,0.592450243704515,0.593092093141286,0.683430487934369,0.472098475796911,0.730830110603922,0.955203287937403,0.50817317839349,-1.19862342015045
F2472,0.375694141794338,0.78276346149071,0.608166864467061,0.457373551455839,0.631999183803797,0.688296912358051,0.567245198846888,0.733205851908223,0.568930523127837,0.446307908937072,0.933329120690865
F2671,0.297151357855531,0.489263478009162,0.65402646536768,0.515675143423849,0.600979597856108,0.363345507676957,0.472940367127717,0.498667480437884,0.626690909234511,0.232906636920257,-1.26776523658682
F1668,0.401111838291961,0.746479862423103,0.544037380743653,0.560893307955087,0.69595632436785,0.588961784107673,0.607078696049221,0.541898696213412,0.570449221189976,0.309257425916809,-0.358691540656421
F2739,0.22575442274961,0.435409758725234,0.249143281142401,0.785148480844324,0.764350932543108,0.677753875929747,0.635861977961733,0.348817812858725,0.705099807978505,0.640916447360122,0.379370272914139
F30,0.388211548291585,0.632050913199308,0.553811137316947,0.614999815946073,0.671259525453711,0.469172549957649,0.448142084461219,0.408662934319974,0.553374971132434,0.413565821806874,-1.87252717411847
F1995,0.436980964548538,0.602300303870118,0.343737855220037,0.600686463379949,0.600111103026689,0.645165974962808,0.601406029882482,0.555213551417626,0.797844122693108,0.361857485143925,-1.64676511733503
F554,0.824276123343262,0.467847337334283,0.509020153574052,0.367574512692817,0.672741763170641,0.521925226071744,0.501488410786369,0.295639236026825,0.632950606780498,0.438984523946822,0.855601069455601
F2366,0.563155950827097,0.211769246059921,0.498837106442679,0.0211288697570906,0.632533381101532,0.473413795668456,0.539189692115957,0.33259621554499,0.635563694862064,0.404286344840194,0.398333428192293
F321,0.305947723010075,0.433523618398891,0.372229006869076,0.492861777360044,0.533010239217852,0.611481842543435,0.385026969040095,0.476988372302234,0.683917660495249,0.422403335412385,-2.13732100927613
F3172,0.20524245756643,0.489005470042597,0.640357841565608,0.462595316897425,0.646854256398805,0.532955058832125,0.521370600124859,0.5320943247332,0.625887835317417,0.347838022165782,-0.557129128330406
F2822,0.334739802461828,0.453098920380397,0.51257934033289,0.726437484782843,0.753180214587701,0.436556714384744,0.671560111160691,0.463274481177427,0.631146272096877,0.390533943752774,-0.0843428803278497
F1513,0.141059821189295,0.590700481221246,0.358701985445812,0.459501372948755,0.488141990323759,0.42289746233455,0.467615539671001,0.138806803637433,0.579576926067257,0.321502898598359,0.332694712329102
F2784,0.41178309345673,0.571269290574552,0.605392987047679,0.653119083031484,0.520822086591896,0.485644403766814,0.442698020704902,0.565652826752496,0.708437604176228,0.218556347127283,-0.373020107455498
F2293,0.837577649697817,0.51966589788677,0.514144895450674,0.160093991462023,0.762545282030124,0.737113016721267,0.621102189223786,0.515047107106942,0.546831907242294,0.612616429905766,1.84006215253469
F769,0.437920266914337,0.332773242367271,0.528309549325865,0.755405504488594,0.545161071400521,0.614717285054718,0.454101471388089,0.498566868588099,0.670337371925668,0.429465478852408,0.641554995208186
F1148,0.254606207180355,0.612805662174695,0.628142105574304,0.490250815772187,0.563418877663352,0.532661476228885,0.378389036880337,0.449283805015956,0.678532692210355,0.414258492021866,-1.55496814652386
F2940,0.358974537098653,0.732529612474188,0.532658429580345,0.364066280155521,0.411888448641452,0.438261744769976,0.634468337208595,0.656592176017422,0.756099834851151,0.245979615129943,1.23314860093587
F2373,0.24492851542727,0.597470437011496,0.711890643526074,0.455494582562402,0.723969755604054,0.352274053451096,0.407801034929594,0.435573420373196,0.645760023190882,0.389305644226734,0.426687283190081
F562,0.215071509449435,0.568170743376257,0.395089978427976,0.514692630768352,0.535860107784369,0.381628826074425,0.398130888796589,0.409864214845538,0.619314282850164,0.309372068574504,1.61845453028668
F1632,0.116461495304817,0.435155368342067,0.530109460384242,0.491443477555498,0.667550251257312,0.418161952094365,0.451996920856848,0.415842146823754,0.457612058034207,0.37551077959099,1.05941480399602
F2883,0.237082994981131,0.571907654530378,0.759217968327105,0.454625619277593,0.619039576253415,0.536730737550309,0.445152579401088,0.296762246479712,0.480430933317502,0.290961554936436,-0.0989125640682137
F2428,0.306293359307519,0.434947249331008,0.763261965034601,0.461792760862707,0.584724352378834,0.577773111527772,0.474726639129994,0.613955345288654,0.668622862282271,0.521769473427285,-0.389820960685468
F1642,0.0911062953372349,0.77806834526285,0.543782531870617,0.272987828523838,0.765965293664823,0.591787621139819,0.294299957803993,0.230737639442284,0.7357526676733,0.334676523707076,-0.247375187430458
F913,0.255394031874066,0.713530672720959,0.679303894952077,0.486432883807101,0.356098650080037,0.40590653771711,0.613982909828918,0.339169825990123,0.624292125450078,0.384425692159311,1.67055797779463
F3024,0.34202680947736,0.633952230123004,0.642760356370837,0.449193656047831,0.598915049771917,0.387379053727241,0.452716660525375,0.525749322501892,0.578217428965982,0.278280903106198,0.18318677906141
F1920,0.456007980106883,0.896953853428529,0.480752706119191,0.427227613933081,0.456689616756578,0.499798181765784,0.592837446672919,0.504188193166588,0.69876988185172,0.21112335104338,-1.00787721706158
F2852,0.385922853887325,0.681169173477887,0.678688618725095,0.579099667932671,0.674101906026013,0.694046358989006,0.399335098948544,0.695822641151404,0.770649831615143,0.293347670742035,-0.590119451677327
F116,0.333967283514723,0.746376890787643,0.539753154707553,0.344173741715292,0.595571505098809,0.515373778103671,0.551373524434497,0.546615247476883,0.547676116338172,0.294837071961954,0.904306108373125
F2135,0.650606517308674,0.357942851634161,0.709598768005447,0.357051072127815,0.529088051045097,0.67802076979134,0.497966411254861,0.295984621001779,0.641847198958454,0.36311935104156,1.27829311521125
F1085,0.645313206863968,0.284615480438206,0.499693791429842,0.447623538641201,0.532858617752612,0.552488056524801,0.482432944043526,0.444023571519269,0.587125787935547,0.385579771603329,-1.72211807917759
F2481,0.61902462259184,0.200666587508196,0.629258365897258,0.387633848752512,0.671676593484177,0.505202959508614,0.506440450645091,0.330636118905344,0.6927205488658,0.653368661749823,-0.905305289503565
F1339,0.518767074194708,0.562748103397334,0.619081341860614,0.615892324438671,0.490356085558686,0.446355361546194,0.331400316042844,0.665258191846633,0.462336656102853,0.421337802554464,0.181613496639155
F1654,0.499399769850838,0.623689203483714,0.621857264111644,0.610967531941399,0.756009105618108,0.343211643616991,0.532816956520883,0.719720680891063,0.839082143555531,0.167652960373654,0.0340775566648358
F2048,0.526084412891385,0.86009388546169,0.644676136571784,0.677845409285757,0.728571665799207,0.584229173024098,0.401367943728659,0.60405047588538,0.539872162022282,0.511907452726704,-0.59338691575629
F79,0.247967793626065,0.748301802580199,0.568614673058213,0.405568024235766,0.623039817610436,0.540703188869736,0.44885356823401,0.385838202692906,0.577482456076676,0.310526355122115,0.65895523194495
F214,0.389062740493579,0.689165839721567,0.47068286372291,0.695191451769263,0.665988460114254,0.561705440131446,0.550999153815328,0.46108668286641,0.677347313879237,0.294148287749672,1.25126591739705
F2252,0.131070643640415,0.518083179796192,0.708649762827874,0.322910470181397,0.806126554892515,0.464595456815408,0.406353914406703,0.58002976091279,0.412085969701754,0.463981216461997,-0.329378418617194
F317,0.280166492735865,0.629209623722369,0.493976906999225,0.338158980901697,0.613456146882165,0.420423711802642,0.574918392645777,0.568538492171245,0.633914543380651,0.317728127841845,-0.57456690286342
F2493,0.372291398411206,0.863059935765094,0.622955336277055,0.373327059280248,0.695892418125307,0.588784136144612,0.407976112718821,0.511177159528635,0.726369357318006,0.297008962694041,0.249826163508256
F2136,0.318502314527657,0.742869404078047,0.578256141425183,0.510814854543731,0.591845701820904,0.613683766797999,0.483552619937482,0.592535695174522,0.695548090369211,0.425231693529056,-1.38000616107395
F520,0.32552091638985,0.444541743050135,0.643329410702597,0.5151546260063,0.514946481837948,0.610914826255418,0.26137787934599,0.6129888243092,0.628930795887007,0.371213231356949,2.29293265236059
F922,0.29139201517802,0.772421408478205,0.539524819628006,0.360703178161377,0.68548530555661,0.642278363606058,0.52514864635463,0.66775017925248,0.627144761302369,0.292572784417987,-0.434272868865824
F1222,0.141838063154083,0.440875218670539,0.448635367500929,0.437035426362382,0.735466928936628,0.476933100542112,0.333764813162079,0.376717700627241,0.587303013412737,0.368942169878205,-0.780314183210229
F2171,0.216098270678266,0.500381605931939,0.442090930332909,0.604406749748818,0.770533962121087,0.428840266049239,0.469431675396319,0.385187173487032,0.691782546959715,0.398277759643607,-0.43559084499462
F1053,0.290282539068521,0.520340091638301,0.674750725980903,0.526767456870026,0.612557504585715,0.501469994645859,0.48642824547506,0.522783611900797,0.704512213427704,0.362694239750287,1.85670474689859
F2689,0.386544539687785,0.890334582588682,0.416164866168176,0.53768550653847,0.668909423931452,0.517707463349621,0.623894056345047,0.724988448337845,0.564326015752353,0.552255981246214,-0.313445085819271
F1078,0.324727782427824,0.513117005495061,0.738588853653207,0.496128370469195,0.321091630389501,0.419061117206525,0.422574744151761,0.557258917823682,0.74382920308453,0.41769569061389,-1.05166436210467
F57,0.138292074361848,0.635627298036993,0.36496904420412,0.380076962969822,0.739018911440957,0.716758471043289,0.470441612661387,0.747588568469699,0.441894807515,0.515545400702338,-0.737497063775976
F367,0.252016128955672,0.511298739651401,0.590216404476258,0.548789139810748,0.515288026316265,0.529509345135345,0.346318226060688,0.509571053786778,0.628807110639547,0.500258608712422,-0.481646808905808
F159,0.390708407576532,0.718137159717623,0.725995948981314,0.460486995735237,0.753131568352438,0.503849453018125,0.591478072099725,0.711617329461614,0.582562437630778,0.441719143587315,-0.261451906648804
F791,0.263045278423348,0.467326363991777,0.675225927485626,0.5534789935397,0.61972565267189,0.342264658033994,0.506067062891328,0.527505870644294,0.747413307917554,0.525799649185532,-0.619825574971932
F2945,0.455084007013393,0.550171237005364,0.587138073729588,0.703445240766674,0.697721058865036,0.550960830825858,0.477187357093983,0.358244780509429,0.705468174223379,0.316916379924629,0.969098622321938
F1574,0.360733650867768,0.792479675521499,0.458530681614297,0.462080899435081,0.342747925909407,0.489489217837078,0.651594520024272,0.785356061538491,0.701557030543587,0.366981570597244,-1.50648470403228
F3100,0.214252890562891,0.49036292640192,0.612826932487979,0.532856227176626,0.555957507333863,0.626223333900155,0.457612323369205,0.392665498848167,0.63841451703935,0.389344068648827,0.470180600311733
F3237,0.38111779859801,0.812646751593055,0.532946276577712,0.667145694788044,0.715879977742642,0.615155268410539,0.475043526280876,0.420834580519424,0.69543813402379,0.530052265749257,0.204999417498417
F145,0.584067942073082,0.612503128339374,0.684591714793899,0.772433810320788,0.587013975838624,0.390583360983641,0.317826708262202,0.441132518367893,0.596274544288669,0.452983697846579,-0.804369306985418
F1246,0.310941697399203,0.59986732877452,0.510727262931711,0.479619790036912,0.59524956496714,0.454269783780679,0.479830475823955,0.595851099256959,0.587965703070741,0.380927522307322,1.46235155925486
F26,0.257268817607681,0.404904267998338,0.471155201596507,0.517763883003628,0.668708960658155,0.602329460042169,0.479073726358768,0.68979620527249,0.518340488040308,0.349493822450206,1.55981794541019
F711,0.155698754861754,0.29871249064136,0.516350587885087,0.632674980913745,0.663660128025658,0.608403301216449,0.495014253237349,0.434216151984286,0.694895653077827,0.498935236146136,2.43138757012431
F2475,0.24497320794868,0.482953651708392,0.561719477600536,0.593112365282004,0.692834102392181,0.678972824854744,0.475751434474106,0.440769416939816,0.774531836437559,0.502314175085481,1.10108929733477
F2267,0.311140917283265,0.615832424190267,0.340861909890986,0.823466986927601,0.756549782844461,0.593539712789595,0.519872868810595,0.511889634368544,0.639819791515201,0.291457995876924,1.25712638982692
F750,0.42880816707544,0.630548277480711,0.58270451570296,0.660027517857493,0.634529585752557,0.465513480510622,0.47881841781333,0.358662504403974,0.771337450357252,0.324852057703308,0.610851098411687
F1622,0.371125072191522,0.634618931598781,0.471723148451726,0.416403848890906,0.651987912616649,0.692022529672335,0.476552727267546,0.714175348917431,0.817363545251472,0.340336065252121,-0.5063173557623
F2446,0.293241097189593,0.661245364441667,0.772387865151931,0.384135403715132,0.652691848749475,0.47571495721809,0.554790788456626,0.551428375772176,0.618051837490499,0.38599241828448,-1.52710029766406
F3218,0.330133166662283,0.802385784251929,0.711384608682654,0.302485816955358,0.565083466980937,0.618344412775324,0.479070255244626,0.48472866663628,0.745895524427664,0.55940002576158,1.28968383955482
F3211,0.242602310671085,0.664414085816132,0.633690238956083,0.365075941028816,0.604038715337136,0.589405029435737,0.471854013769511,0.521890275025632,0.476843421065757,0.618871025211778,-0.742677057001841
F644,0.29976339704622,0.737278155646324,0.630134621037257,0.432739199259003,0.555718678391347,0.515374153485061,0.428737865089461,0.445107444634831,0.777714589642183,0.357825363706307,0.409847396187742
F1984,0.285766063173543,0.646234984611023,0.359831493042541,0.566940803050401,0.581766418026011,0.380893216093244,0.469652907227129,0.449431444226369,0.605952016145644,0.284592060473793,-1.60128441465778
F464,0.249627567665508,0.533636791057557,0.679896438187183,0.468678769204117,0.723033762557104,0.419220199400486,0.380989142948777,0.465007002773437,0.599470108780071,0.423655818993556,-0.293463646553493
F3036,0.471918780005551,0.615356501898127,0.348004191423525,0.779519321700474,0.669857831480944,0.523472726444206,0.439719189464282,0.260641518361878,0.672777026279293,0.279001871601473,0.58107610304683
F2055,0.235843073723338,0.532256759032226,0.660279374020672,0.510605058574263,0.583872625210274,0.621700759038669,0.487185822002566,0.409618359716994,0.674642452581871,0.501578879924823,-0.741212376295754
F1024,0.320461996091222,0.682829811311061,0.821183289204874,0.385884058102165,0.60541752112851,0.566482318249496,0.461772407897191,0.524996430466546,0.71196910828465,0.41982505524561,0.0655431174848633
F2863,0.280686413480123,0.817411807933266,0.540259891573789,0.384459375122332,0.762377687692841,0.650585551479944,0.557653586877682,0.479934860291226,0.713121668179279,0.152766870175811,0.396216579066086
F1491,0.0715248043220817,0.302813049280058,0.55468800883568,0.630236020780905,0.495634212520952,0.442654699581627,0.576049363130819,0.309038650354749,0.689986928078532,0.408227945583703,0.91222645883521
F257,0.315400059792922,0.442951121748134,0.669530136120152,0.564060090974607,0.510798972712312,0.472367887610515,0.463319825651049,0.507555696296278,0.634078365823771,0.309095765484003,0.187412440498177
F782,0.277582132239432,0.514541216571127,0.609163772241116,0.418332702284031,0.461549338533783,0.557196085574008,0.421847254841218,0.513246466599538,0.641898212508438,0.422147111295393,3.097159952132
F2530,0.555791098815494,0.532027508279121,0.59033307381294,0.742194151415885,0.610577869954411,0.557173473789722,0.256633883735761,0.542159152859758,0.400148490676851,0.171891748711217,0.573648202682969
F1608,0.153359344012614,0.620405146772491,0.619205316725873,0.517403546293964,0.714029871192334,0.508334053979285,0.321279310908036,0.178661920451403,0.559839550136756,0.451243692431575,-0.872246183171269
F2303,0.638917437615165,0.62145753401677,0.753175535501299,0.618442120257074,0.775046657511459,0.258470025854442,0.371845298171162,0.525576711119884,0.851859166373991,0.528464149350153,-0.572218177637183
F2691,0.509548700641254,0.749111249537994,0.666245852287682,0.558307104014538,0.785652312108054,0.357286349789793,0.439643311317584,0.842695695257952,0.474837383688025,0.413878362883109,2.01427818622693
F347,0.289795959704561,0.623841909409219,0.501679096688209,0.574564590862594,0.456962712851878,0.545287017760011,0.41284781708902,0.590386299544909,0.722971657256486,0.498701265252473,-1.30894464341581
F616,0.504231571355854,0.695921848948925,0.459439131222867,0.841707052422521,0.809590250934434,0.410017180616774,0.46497618681801,0.457783708757406,0.612005922484168,0.266300879509608,1.40442409827917
F286,0.754659505441526,0.548050504347163,0.818275930074964,0.609385142627774,0.576793070393465,0.642081653623828,0.201954185233405,0.687900548534833,0.413885020842467,0.382031365783316,-0.968463571007544
F346,0.23971200976472,0.711525798154264,0.629162615550169,0.469174555427207,0.331719872477548,0.296355871728747,0.469144471844639,0.44194965838119,0.612036228438335,0.420022988271961,0.401607226168254
F685,0.240610689938944,0.768072656449205,0.508060756030485,0.371145934397583,0.699188436056402,0.723564898008815,0.661692415147719,0.610234956646444,0.46162389129655,0.456012543037528,0.298729468636782
F732,0.69348566700753,0.501945185507235,0.621962618776207,0.320185857824739,0.730748096309885,0.415492654407481,0.656134912028427,0.385095580196162,0.420189816603701,0.301934116822291,-0.0131614156126314
F163,0.334745703060924,0.73351078761954,0.684527360978804,0.429265026144946,0.183808795097062,0.308360077554811,0.437592384884248,0.268169967122118,0.764630473343345,0.332496604377325,1.9127297238528
F2114,0.195479182088492,0.366657563820121,0.496747810347896,0.500839588129354,0.570341021091811,0.628465651446055,0.368239946877885,0.486483795512519,0.770713981149187,0.441088319843999,-0.180712162451504
